ID,DATA,DIALOG,CLASS,,
1127,รู้สึกน้ำหนักลดลงผิดปกติ,6,น้ำหนักลด,,
1128,รู้สึกผอมลงมาก,6,น้ำหนักลด,,
1129,รู้สึกผอมลงผิดปกติ,6,น้ำหนักลด,,
1130,มีความรู้สึกผอมลง,6,น้ำหนักลด,,
1131,มีความรู้สึกน้ำหนักลด,6,น้ำหนักลด,,
1132,มีความรู้สึกน้ำหนักลดลง,6,น้ำหนักลด,,
1133,มีความรู้สึกน้ำหนักลดผิดปกติ,6,น้ำหนักลด,,
1134,มีความรู้สึกน้ำหนักลดลงผิดปกติ,6,น้ำหนักลด,,
1135,มีความรู้สึกผอมลงมาก,6,น้ำหนักลด,,
1136,มีความรู้สึกผอมลงผิดปกติ,6,น้ำหนักลด,,
1137,มีอาการผอมลง,6,น้ำหนักลด,,
1138,มีอาการน้ำหนักลด,6,น้ำหนักลด,,
1139,มีอาการน้ำหนักลดลง,6,น้ำหนักลด,,
1140,มีอาการน้ำหนักลดผิดปกติ,6,น้ำหนักลด,,
1141,มีอาการน้ำหนักลดลงผิดปกติ,6,น้ำหนักลด,,
1142,มีอาการผอมลงมาก,6,น้ำหนักลด,,
1143,มีอาการผอมลงผิดปกติ,6,น้ำหนักลด,,
1144,อาการผอมลง,6,น้ำหนักลด,,
1145,อาการน้ำหนักลด,6,น้ำหนักลด,,
1146,อาการน้ำหนักลดลง,6,น้ำหนักลด,,
1147,อาการน้ำหนักลดผิดปกติ,6,น้ำหนักลด,,
1148,อาการน้ำหนักลดลงผิดปกติ,6,น้ำหนักลด,,
1149,อาการผอมลงมาก,6,น้ำหนักลด,,
1150,อาการผอมลงผิดปกติ,6,น้ำหนักลด,,
1151,ภาวะผอมลง,6,น้ำหนักลด,,
1152,ภาวะน้ำหนักลด,6,น้ำหนักลด,,
1153,ภาวะน้ำหนักลดลง,6,น้ำหนักลด,,
1154,ภาวะน้ำหนักลดผิดปกติ,6,น้ำหนักลด,,
1155,ภาวะน้ำหนักลดลงผิดปกติ,6,น้ำหนักลด,,
1156,ภาวะผอมลงมาก,6,น้ำหนักลด,,
1157,ภาวะผอมลงผิดปกติ,6,น้ำหนักลด,,
1158,มีสภาวะผอมลง,6,น้ำหนักลด,,
1159,มีสภาวะน้ำหนักลด,6,น้ำหนักลด,,
1160,มีสภาวะน้ำหนักลดลง,6,น้ำหนักลด,,
1161,มีสภาวะน้ำหนักลดผิดปกติ,6,น้ำหนักลด,,
1162,มีสภาวะน้ำหนักลดลงผิดปกติ,6,น้ำหนักลด,,
1163,มีสภาวะผอมลงมาก,6,น้ำหนักลด,,
1164,มีสภาวะผอมลงผิดปกติ,6,น้ำหนักลด,,
1165,ผอมลง,6,น้ำหนักลด,,
1166,น้ำหนักลด,6,น้ำหนักลด,,
1167,น้ำหนักลดลง,6,น้ำหนักลด,,
1168,น้ำหนักลดผิดปกติ,6,น้ำหนักลด,,
1169,น้ำหนักลดลงผิดปกติ,6,น้ำหนักลด,,
1170,ผอมลงมาก,6,น้ำหนักลด,,
1171,ผอมลงผิดปกติ,6,น้ำหนักลด,,
1172,ผอมลงอย่างรวดเร็ว,6,น้ำหนักลด,,
1173,ผอมลงเร็วมาก,6,น้ำหนักลด,,
1174,น้ำหนักลงอย่างรวดเร็ว,6,น้ำหนักลด,,
1175,น้ำหนักลงเร็วกว่าที่ควรจะเป็น,6,น้ำหนักลด,,
1176,น้ำหนักลดฮวบ,6,น้ำหนักลด,,
1177,มีอาการน้ำหนักลดฮวบ,6,น้ำหนักลด,,
1178,มีอาการน้ำหนักลดลงรวดเร็วเกินไป,6,น้ำหนักลด,,
1179,มีอัตราการผอมเพิ่มขึ้นเร็ว,6,น้ำหนักลด,,
1180,ผอมลงเร็วเกินไป,6,น้ำหนักลด,,
1181,น้ำหนักตัวลดลง,6,น้ำหนักลด,,
1182,น้ำหนักตัวลดลงรวดเร็ว,6,น้ำหนักลด,,
1183,น้ำหนักตัวลดลงผิดปกติ,6,น้ำหนักลด,,
1184,น้ำหนักตัวลดลงไม่เป็นปกติ,6,น้ำหนักลด,,
1185,รู้สึกว่าน้ำหนักตัวลดลงผิดปกติ,6,น้ำหนักลด,,
1186,รู้สึกว่าผอมขึ้นมากเลย,6,น้ำหนักลด,,
1187,รู้สึกว่าน้ำหนักลง,6,น้ำหนักลด,,
1188,มีสภาวะร่างกายมีมวลลดลง,6,น้ำหนักลด,,
1189,มีสภาวะร่างกายมีน้ำหนักลดลง,6,น้ำหนักลด,,
1190,มีร่างกายที่ผอมลง,6,น้ำหนักลด,,
1191,มีร่างกายที่ผอมขึ้น,6,น้ำหนักลด,,
1192,มีร่างกายที่น้ำหนักลดลง,6,น้ำหนักลด,,
1193,ร่างกายน้ำหนักลดลงมาก,6,น้ำหนักลด,,
1194,ร่างกายมีมวลน้อยลง,6,น้ำหนักลด,,
1195,ผอมลงเป็นอย่างมาก,6,น้ำหนักลด,,
1196,น้ำหนักตัวลดลงเป็นอย่างมาก,6,น้ำหนักลด,,
1197,ผอมลง ถึงจะมีการกินเยอะ,6,น้ำหนักลด,,
1198,ผอมลง ทั้งที่กินมากกว่าเดิม,6,น้ำหนักลด,,
1199,น้ำหนักลดลง ถึงจะมีการกินเยอะ,6,น้ำหนักลด,,
1200,น้ำหนักลดลง ทั้งที่กินมากกว่าเดิม,6,น้ำหนักลด,,
1201,น้ำหนักเพิ่มเร็ว,7,น้ำหนักมากหรืออ้วน,,
1202,น้ำหนักเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1203,น้ำหนักตัวเพิ่ม,7,น้ำหนักมากหรืออ้วน,,
1204,น้ำหนักเพิ่ม,7,น้ำหนักมากหรืออ้วน,,
1205,อ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1206,มีน้ำหนักเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1207,รู้สึกอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1208,รู้สึกน้ำหนักเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1209,รู้สึกน้ำหนักเพิ่ม,7,น้ำหนักมากหรืออ้วน,,
1210,รู้สึกน้ำหนักขึ้น,7,น้ำหนักมากหรืออ้วน,,
1211,รู้สึกน้ำหนักขึ้นผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1212,รู้สึกน้ำหนักเพิ่มผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1213,รู้สึกอ้วนขึ้นมาก,7,น้ำหนักมากหรืออ้วน,,
1214,รู้สึกอ้วนขึ้นแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1215,มีความรู้สึกอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1216,มีความรู้สึกน้ำหนักเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1217,มีความรู้สึกน้ำหนักเพิ่ม,7,น้ำหนักมากหรืออ้วน,,
1218,มีความรู้สึกน้ำหนักขึ้น,7,น้ำหนักมากหรืออ้วน,,
1219,มีความรู้สึกน้ำหนักขึ้นผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1220,มีความรู้สึกน้ำหนักเพิ่มผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1221,มีความรู้สึกอ้วนขึ้นมาก,7,น้ำหนักมากหรืออ้วน,,
1222,มีความรู้สึกอ้วนขึ้นแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1223,มีอาการอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1224,มีอาการน้ำหนักเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1225,มีอาการน้ำหนักเพิ่ม,7,น้ำหนักมากหรืออ้วน,,
1226,มีอาการน้ำหนักขึ้น,7,น้ำหนักมากหรืออ้วน,,
1227,มีอาการน้ำหนักขึ้นผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1228,มีอาการน้ำหนักเพิ่มผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1229,มีอาการอ้วนขึ้นมาก,7,น้ำหนักมากหรืออ้วน,,
1230,มีอาการอ้วนขึ้นแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1231,อาการอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1232,อาการน้ำหนักเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1233,อาการน้ำหนักเพิ่ม,7,น้ำหนักมากหรืออ้วน,,
1234,อาการน้ำหนักขึ้น,7,น้ำหนักมากหรืออ้วน,,
1235,อาการน้ำหนักขึ้นผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1236,อาการน้ำหนักเพิ่มผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1237,อาการอ้วนขึ้นมาก,7,น้ำหนักมากหรืออ้วน,,
1238,อาการอ้วนขึ้นแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1239,ภาวะอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1240,ภาวะน้ำหนักเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1241,ภาวะน้ำหนักเพิ่ม,7,น้ำหนักมากหรืออ้วน,,
1242,ภาวะน้ำหนักขึ้น,7,น้ำหนักมากหรืออ้วน,,
1243,ภาวะน้ำหนักขึ้นผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1244,ภาวะน้ำหนักเพิ่มผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1245,ภาวะอ้วนขึ้นมาก,7,น้ำหนักมากหรืออ้วน,,
1246,ภาวะอ้วนขึ้นแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1247,มีสภาวะอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1248,มีสภาวะน้ำหนักเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1249,มีสภาวะน้ำหนักเพิ่ม,7,น้ำหนักมากหรืออ้วน,,
1250,มีสภาวะน้ำหนักขึ้น,7,น้ำหนักมากหรืออ้วน,,
1251,มีสภาวะน้ำหนักขึ้นผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1252,มีสภาวะน้ำหนักเพิ่มผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1253,มีสภาวะอ้วนขึ้นมาก,7,น้ำหนักมากหรืออ้วน,,
1254,มีสภาวะอ้วนขึ้นแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1255,น้ำหนักเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1256,น้ำหนักเพิ่ม,7,น้ำหนักมากหรืออ้วน,,
1257,น้ำหนักขึ้น,7,น้ำหนักมากหรืออ้วน,,
1258,น้ำหนักขึ้นผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1259,น้ำหนักเพิ่มผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1260,อ้วนขึ้นมาก,7,น้ำหนักมากหรืออ้วน,,
1261,อ้วนขึ้นแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1262,ผมรู้สึกอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1263,เรารู้สึกน้ำหนักเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1264,กระผมรู้สึกน้ำหนักเพิ่ม,7,น้ำหนักมากหรืออ้วน,,
1265,ดิฉันรู้สึกน้ำหนักขึ้น,7,น้ำหนักมากหรืออ้วน,,
1266,เรารู้สึกน้ำหนักขึ้นผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1267,ผมรู้สึกน้ำหนักเพิ่มผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1268,ผมรู้สึกอ้วนขึ้นมาก,7,น้ำหนักมากหรืออ้วน,,
1269,เรารู้สึกอ้วนขึ้นแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1270,กระผมมีความรู้สึกอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1271,ข้ามีความรู้สึกน้ำหนักเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1272,ข้าพเจ้ามีความรู้สึกน้ำหนักเพิ่ม,7,น้ำหนักมากหรืออ้วน,,
1273,ผมมีความรู้สึกน้ำหนักขึ้น,7,น้ำหนักมากหรืออ้วน,,
1274,เรามีความรู้สึกน้ำหนักขึ้นผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1275,ฉันมีความรู้สึกน้ำหนักเพิ่มผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1276,ฉันมีความรู้สึกอ้วนขึ้นมาก,7,น้ำหนักมากหรืออ้วน,,
1277,ฉันมีความรู้สึกอ้วนขึ้นแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1278,ฉันมีอาการอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1279,ผมมีอาการน้ำหนักเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1280,ผมมีอาการน้ำหนักเพิ่ม,7,น้ำหนักมากหรืออ้วน,,
1281,ผมมีอาการน้ำหนักขึ้น,7,น้ำหนักมากหรืออ้วน,,
1282,ผมมีอาการน้ำหนักขึ้นผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1283,ข้ามีอาการน้ำหนักเพิ่มผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1284,ข้าพเจ้ามีอาการอ้วนขึ้นมาก,7,น้ำหนักมากหรืออ้วน,,
1285,กระผมมีอาการอ้วนขึ้นแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1286,ข้าพเจ้าอาการอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1287,เราอาการน้ำหนักเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1288,ผมอาการน้ำหนักเพิ่ม,7,น้ำหนักมากหรืออ้วน,,
1289,เราอาการน้ำหนักขึ้น,7,น้ำหนักมากหรืออ้วน,,
1290,ผมอาการน้ำหนักขึ้นผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1291,เราอาการน้ำหนักเพิ่มผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1292,ดิฉันอาการอ้วนขึ้นมาก,7,น้ำหนักมากหรืออ้วน,,
1293,ดิฉันอาการอ้วนขึ้นแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1294,กระผมภาวะอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1295,เราภาวะน้ำหนักเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1296,ข้าภาวะน้ำหนักเพิ่ม,7,น้ำหนักมากหรืออ้วน,,
1297,เราภาวะน้ำหนักขึ้น,7,น้ำหนักมากหรืออ้วน,,
1298,ภาวะน้ำหนักขึ้นผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1299,ผมภาวะน้ำหนักเพิ่มผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1300,ผมภาวะอ้วนขึ้นมาก,7,น้ำหนักมากหรืออ้วน,,
1301,หายใจลำบากขณะออกแรง,7,น้ำหนักมากหรืออ้วน,,
1302,ฉันมีสภาวะอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1303,ฉันมีสภาวะน้ำหนักเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1304,ฉันมีสภาวะน้ำหนักเพิ่ม,7,น้ำหนักมากหรืออ้วน,,
1305,เรามีสภาวะน้ำหนักขึ้น,7,น้ำหนักมากหรืออ้วน,,
1306,เรามีสภาวะน้ำหนักขึ้นผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1307,ผมมีสภาวะน้ำหนักเพิ่มผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1308,กระผมมีสภาวะอ้วนขึ้นมาก,7,น้ำหนักมากหรืออ้วน,,
1309,ข้ามีสภาวะอ้วนขึ้นแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1310,ข้าพเจ้าอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1311,เราน้ำหนักเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1312,ผมน้ำหนักเพิ่ม,7,น้ำหนักมากหรืออ้วน,,
1313,กระผมน้ำหนักขึ้น,7,น้ำหนักมากหรืออ้วน,,
1314,เหนื่อยง่าย อ่อนเพลีย,7,น้ำหนักมากหรืออ้วน,,
1315,ฉันน้ำหนักเพิ่มผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1316,ข้าอ้วนขึ้นมาก,7,น้ำหนักมากหรืออ้วน,,
1317,เราอ้วนขึ้นแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1318,รู้สึกว่าหนักน้ำขึ้นผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1319,รู้สึกว่าน้ำหนักเพิ่ม,7,น้ำหนักมากหรืออ้วน,,
1320,รู้สึกว่าน้ำหนักขึ้น,7,น้ำหนักมากหรืออ้วน,,
1321,รู้สึกว่าอ้วนขึ้นมากกว่าเดิม,7,น้ำหนักมากหรืออ้วน,,
1322,รู้สึกว่าอ้วนขึ้นครับ,7,น้ำหนักมากหรืออ้วน,,
1323,มีอาการน้ำหนักตัวเพิ่มอย่างรวดเร็ว,7,น้ำหนักมากหรืออ้วน,,
1324,มีสภาวะร่างกายหนักขึ้น,7,น้ำหนักมากหรืออ้วน,,
1325,ภาวะร่างกายหนักเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1326,อ้วนขึ้นมากกว่าเดิม,7,น้ำหนักมากหรืออ้วน,,
1327,มีสภาวะอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1328,ภาวะอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1329,มีอาการอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1330,มีความรู้สึกว่าอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1331,มีน้ำหนักเพิ่มผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1332,มีสภาวะอ้วนขึ้นแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1333,มีอาการน้ำหนักขึ้นแบบผิกปกติ,7,น้ำหนักมากหรืออ้วน,,
1334,น้ำหนักมากขึ้น,7,น้ำหนักมากหรืออ้วน,,
1335,มีน้ำหนักที่มากขึ้น,7,น้ำหนักมากหรืออ้วน,,
1336,มีน้ำหนักที่มากขึ้นกว่าเดิมมาก,7,น้ำหนักมากหรืออ้วน,,
1337,มีอาการน้ำหนักตัวมากขึ้น,7,น้ำหนักมากหรืออ้วน,,
1338,มีอาการน้ำหนักตัวเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1339,ภาวะน้ำหนักมากขึ้น,7,น้ำหนักมากหรืออ้วน,,
1340,ภาวะน้ำหนักเพิ่มผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1341,สภาวะน้ำหนักมากขึ้น,7,น้ำหนักมากหรืออ้วน,,
1342,สภาวะน้ำหนักเพิ่มผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1343,มีภาวะน้ำหนักมากขึ้น,7,น้ำหนักมากหรืออ้วน,,
1344,มีภาวะน้ำหนักเพิ่มผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1345,มีสภาวะน้ำหนักมากขึ้น,7,น้ำหนักมากหรืออ้วน,,
1346,มีสภาวะน้ำหนักเพิ่มผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1347,มีอาการผิดปกติกับการเพิ่มของน้ำหนัก,7,น้ำหนักมากหรืออ้วน,,
1348,มีความผิดปกติเกิดขึ้นกับการเพิ่มของน้ำหนัก,7,น้ำหนักมากหรืออ้วน,,
1349,อ้วนขึ้นมากเลยนะครับ,7,น้ำหนักมากหรืออ้วน,,
1350,ผมมีอาการอ้วนขึ้นกว่าเก่า,7,น้ำหนักมากหรืออ้วน,,
1351,ผมน้ำหนักตัวขึ้น,7,น้ำหนักมากหรืออ้วน,,
1352,ผมน้ำหนักตัวเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1353,มีความรู้สึกอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1354,มีความรู้สึกน้ำหนักตัวเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1355,มีมวลร่างกายเพิ่ม,7,น้ำหนักมากหรืออ้วน,,
1356,มีมวลร่างกายเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1357,มีมวลน้ำหนักตัวเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1358,มีมวลน้ำหนักเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1359,มวลน้ำหนักตัวเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1360,มวลร่างกายเพิ่ม,7,น้ำหนักมากหรืออ้วน,,
1361,มวลร่างกายเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1362,มวลน้ำหนักตัวเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1363,มวลน้ำหนักเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1364,ร่างกายของผมมีมวลเพิ่มขึ้นแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1365,ร่างกายของผมมีมวลเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1366,ร่างกายของผมมีมวลเพิ่มขึ้นมาก,7,น้ำหนักมากหรืออ้วน,,
1367,ร่างกายมีมวลเพิ่มขึ้นแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1368,ร่างกายมีมวลเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1369,ร่างกายมีมวลเพิ่มขึ้นมาก,7,น้ำหนักมากหรืออ้วน,,
1370,ร่างกายอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1371,ร่างกายมีมวลน้ำหนักเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1372,ร่างกายมีมวลน้ำหนักอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1373,มีปริมาณน้ำหนักเพิ่มมากขึ้น,7,น้ำหนักมากหรืออ้วน,,
1374,มีปริมาณน้ำหนักมากกว่าเดิม,7,น้ำหนักมากหรืออ้วน,,
1375,มีปริมาณของมวลร่างกายเพิ่มขึ้นกว่าเก่า,7,น้ำหนักมากหรืออ้วน,,
1376,มีน้ำหนักมากกว่าเก่า,7,น้ำหนักมากหรืออ้วน,,
1377,มีน้ำหนักเพิ่มขึ้นแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1378,ร่างกายมีมวลน้ำหนักเพิ่มขึ้นแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1379,ร่างกายมีมวลน้ำหนักอ้วนขึ้นแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1380,มีปริมาณน้ำหนักเพิ่มมากขึ้นแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1381,มีปริมาณน้ำหนักมากกว่าเดิมแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1382,มีมวลร่างกายเพิ่มแบบไม่ปกติ,7,น้ำหนักมากหรืออ้วน,,
1383,มีมวลร่างกายเพิ่มขึ้นไม่ใช่ปกติ,7,น้ำหนักมากหรืออ้วน,,
1384,มีมวลน้ำหนักตัวเพิ่มขึ้นแบบผิดปกติ,7,น้ำหนักมากหรืออ้วน,,
1385,มีมวลน้ำหนักเพิ่มขึ้นไม่ถูกต้อง,7,น้ำหนักมากหรืออ้วน,,
1386,มวลน้ำหนักตัวเพิ่มขึ้นไม่เป็นปกติ,7,น้ำหนักมากหรืออ้วน,,
1387,มวลร่างกายเพิ่มรวดเร็ว,7,น้ำหนักมากหรืออ้วน,,
1388,มวลร่างกายเพิ่มขึ้นเร็วเกินไป,7,น้ำหนักมากหรืออ้วน,,
1389,มวลน้ำหนักตัวเพิ่มขึ้นมาก,7,น้ำหนักมากหรืออ้วน,,
1390,มวลน้ำหนักเพิ่มขึ้นรวดเร็ว,7,น้ำหนักมากหรืออ้วน,,
1391,มีภาวะอ้วนขึ้นเร็ว,7,น้ำหนักมากหรืออ้วน,,
1392,ภาวะน้ำหนักเพิ่มขึ้นรวดเร็วกว่าปกติ,7,น้ำหนักมากหรืออ้วน,,
1393,ภาวะน้ำหนักเพิ่มแบบกระทันหัน,7,น้ำหนักมากหรืออ้วน,,
1394,ภาวะน้ำหนักขึ้นเร็ว,7,น้ำหนักมากหรืออ้วน,,
1395,มีอาการน้ำหนักขึ้นเร็ว เหมือนคนอ้วน,7,น้ำหนักมากหรืออ้วน,,
1396,มีอาการน้ำหนักตัวเพิ่มขึ้นอย่างกระทันหัน,7,น้ำหนักมากหรืออ้วน,,
1397,มีปริมาณมวลร่างกายเพิ่มขึ้น,7,น้ำหนักมากหรืออ้วน,,
1398,มีอัตราน้ำหนักเพิ่มเร็วกว่าปกติ,7,น้ำหนักมากหรืออ้วน,,
1399,มีสภาวะอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1400,มีภาวะอ้วนขึ้น,7,น้ำหนักมากหรืออ้วน,,
1401,หน้าซีด,8,ซีด โลหิตจาง,,
1402,ตัวซีด,8,ซีด โลหิตจาง,,
1403,ภาวะโลหิตจาง,8,ซีด โลหิตจาง,,
1404,ภาวะซีด,8,ซีด โลหิตจาง,,
1405,ตัวซีดเหลือง,8,ซีด โลหิตจาง,,
1406,ตัวซีดเหลือง อย่างเห็นได้ชัด,8,ซีด โลหิตจาง,,
1407,ภาวะที่ผิวหนังหรือเยื่อเมือก,8,ซีด โลหิตจาง,,
1408,ร่างกายมีสีซีดลง,8,ซีด โลหิตจาง,,
1409,ภาวะซีดทำให้ผิวหนังซีด,8,ซีด โลหิตจาง,,
1410,มีอาการปากซีด,8,ซีด โลหิตจาง,,
1411,มีอาการตัวซีด,8,ซีด โลหิตจาง,,
1412,มีอาการหน้าซีด,8,ซีด โลหิตจาง,,
1413,ปากซีด,8,ซีด โลหิตจาง,,
1414,ผมรู้สึกปากซีด,8,ซีด โลหิตจาง,,
1415,ผมรู้สึกหน้าซีด,8,ซีด โลหิตจาง,,
1416,ผมรู้สึกตัวซีด,8,ซีด โลหิตจาง,,
1417,ผมมีความรู้สึกว่าปากซีด,8,ซีด โลหิตจาง,,
1418,ผมมีความรู้สึกว่าหน้าซีด,8,ซีด โลหิตจาง,,
1419,ผมมีความรู้สึกว่าตัวซีด,8,ซีด โลหิตจาง,,
1420,ผมมีอาการปากซีด,8,ซีด โลหิตจาง,,
1421,ผมมีอาการหน้าซีด,8,ซีด โลหิตจาง,,
1422,ผมมีอาการตัวซีด,8,ซีด โลหิตจาง,,
1423,ผมอาการปากซีด,8,ซีด โลหิตจาง,,
1424,ผมอาการหน้าซีด,8,ซีด โลหิตจาง,,
1425,ผมอาการตัวซีด,8,ซีด โลหิตจาง,,
1426,ผมภาวะปากซีด,8,ซีด โลหิตจาง,,
1427,ผมภาวะหน้าซีด,8,ซีด โลหิตจาง,,
1428,ผมภาวะตัวซีด,8,ซีด โลหิตจาง,,
1429,ผมมีสภาวะปากซีด,8,ซีด โลหิตจาง,,
1430,ผมมีสภาวะหน้าซีด,8,ซีด โลหิตจาง,,
1431,ผมมีสภาวะตัวซีด,8,ซีด โลหิตจาง,,
1432,ผมรู้สึกว่าปากซีด,8,ซีด โลหิตจาง,,
1433,ผมรู้สึกว่าหน้าซีด,8,ซีด โลหิตจาง,,
1434,ผมรู้สึกว่าตัวซีด,8,ซีด โลหิตจาง,,
1435,ผมปากซีด,8,ซีด โลหิตจาง,,
1436,ผมหน้าซีด,8,ซีด โลหิตจาง,,
1437,ผมตัวซีด,8,ซีด โลหิตจาง,,
1438,ฉันรู้สึกปากซีด,8,ซีด โลหิตจาง,,
1439,ฉันรู้สึกหน้าซีด,8,ซีด โลหิตจาง,,
