ID,Data_Text,Result
727,เฝ้าคนเจ็บ,เยี่ยมญาติ
728,เฝ้าผู้สูงอายุ,เยี่ยมญาติ
729,เฝ้าคนไข้,เยี่ยมญาติ
730,เฝ้าคิลานะ,เยี่ยมญาติ
731,เฝ้าคู่ชีวิต,เยี่ยมญาติ
732,มาเฝ้าน้อง,เยี่ยมญาติ
733,มาเฝ้าญาติ,เยี่ยมญาติ
734,มาเฝ้าพี่,เยี่ยมญาติ
735,มาเฝ้าเพื่อน,เยี่ยมญาติ
736,มาเฝ้าหลาน,เยี่ยมญาติ
737,มาเฝ้าพ่อ,เยี่ยมญาติ
738,มาเฝ้าแม่,เยี่ยมญาติ
739,มาเฝ้าลุง,เยี่ยมญาติ
740,มาเฝ้าป้า,เยี่ยมญาติ
741,มาเฝ้าน้า,เยี่ยมญาติ
742,มาเฝ้าอา,เยี่ยมญาติ
743,มาเฝ้าตา,เยี่ยมญาติ
744,มาเฝ้ายาย,เยี่ยมญาติ
745,มาเฝ้าย่า,เยี่ยมญาติ
746,มาเฝ้าภรรยา,เยี่ยมญาติ
747,มาเฝ้าปู๋,เยี่ยมญาติ
748,มาเฝ้าแฟน,เยี่ยมญาติ
749,มาเฝ้าคนป่วย,เยี่ยมญาติ
750,มาเฝ้าผู้ป่วย,เยี่ยมญาติ
751,มาเฝ้าญาติพี่น้อง,เยี่ยมญาติ
752,มาเฝ้าคนรู้จัก,เยี่ยมญาติ
753,มาเฝ้าคนเจ็บ,เยี่ยมญาติ
754,มาเฝ้าผู้สูงอายุ,เยี่ยมญาติ
755,มาเฝ้าคนไข้,เยี่ยมญาติ
756,มาเฝ้าคิลานะ,เยี่ยมญาติ
757,มาเฝ้าคู่ชีวิต,เยี่ยมญาติ
758,ฉันเยี่ยมน้อง,เยี่ยมญาติ
759,ฉันเยี่ยมญาติ,เยี่ยมญาติ
760,ฉันเยี่ยมพี่,เยี่ยมญาติ
761,ฉันเยี่ยมเพื่อน,เยี่ยมญาติ
762,ฉันเยี่ยมหลาน,เยี่ยมญาติ
763,ฉันเยี่ยมพ่อ,เยี่ยมญาติ
764,ฉันเยี่ยมแม่,เยี่ยมญาติ
765,ฉันเยี่ยมลุง,เยี่ยมญาติ
766,ฉันเยี่ยมป้า,เยี่ยมญาติ
767,ฉันเยี่ยมน้า,เยี่ยมญาติ
768,ฉันเยี่ยมอา,เยี่ยมญาติ
769,ฉันเยี่ยมตา,เยี่ยมญาติ
770,ฉันเยี่ยมยาย,เยี่ยมญาติ
771,ฉันเยี่ยมย่า,เยี่ยมญาติ
772,ฉันเยี่ยมภรรยา,เยี่ยมญาติ
773,ฉันเยี่ยมปู๋,เยี่ยมญาติ
774,ฉันเยี่ยมแฟน,เยี่ยมญาติ
775,ฉันเยี่ยมคนป่วย,เยี่ยมญาติ
776,ฉันเยี่ยมผู้ป่วย,เยี่ยมญาติ
777,ฉันเยี่ยมญาติพี่น้อง,เยี่ยมญาติ
778,ฉันเยี่ยมคนรู้จัก,เยี่ยมญาติ
779,ฉันเยี่ยมคนเจ็บ,เยี่ยมญาติ
780,ฉันเยี่ยมผู้สูงอายุ,เยี่ยมญาติ
781,ฉันเยี่ยมคนไข้,เยี่ยมญาติ
782,ฉันเยี่ยมคิลานะ,เยี่ยมญาติ
783,ฉันเยี่ยมคู่ชีวิต,เยี่ยมญาติ
784,ฉันมาดูแลน้อง,เยี่ยมญาติ
785,ฉันมาดูแลญาติ,เยี่ยมญาติ
786,ฉันมาดูแลพี่,เยี่ยมญาติ
787,ฉันมาดูแลเพื่อน,เยี่ยมญาติ
788,ฉันมาดูแลหลาน,เยี่ยมญาติ
789,ฉันมาดูแลพ่อ,เยี่ยมญาติ
790,ฉันมาดูแลแม่,เยี่ยมญาติ
791,ฉันมาดูแลลุง,เยี่ยมญาติ
792,ฉันมาดูแลป้า,เยี่ยมญาติ
793,ฉันมาดูแลน้า,เยี่ยมญาติ
794,ฉันมาดูแลอา,เยี่ยมญาติ
795,ฉันมาดูแลตา,เยี่ยมญาติ
796,ฉันมาดูแลยาย,เยี่ยมญาติ
797,ฉันมาดูแลย่า,เยี่ยมญาติ
798,ฉันมาดูแลภรรยา,เยี่ยมญาติ
799,ฉันมาดูแลปู๋,เยี่ยมญาติ
800,ฉันมาดูแลแฟน,เยี่ยมญาติ
801,ฉันมาดูแลคนป่วย,เยี่ยมญาติ
802,ฉันมาดูแลผู้ป่วย,เยี่ยมญาติ
803,ฉันมาดูแลญาติพี่น้อง,เยี่ยมญาติ
804,ฉันมาดูแลคนรู้จัก,เยี่ยมญาติ
805,ฉันมาดูแลคนเจ็บ,เยี่ยมญาติ
806,ฉันมาดูแลผู้สูงอายุ,เยี่ยมญาติ
807,ฉันมาดูแลคนไข้,เยี่ยมญาติ
808,ฉันมาดูแลคิลานะ,เยี่ยมญาติ
809,ฉันมาดูแลคู่ชีวิต,เยี่ยมญาติ
810,ฉันมาเยี่ยมน้อง,เยี่ยมญาติ
811,ฉันมาเยี่ยมญาติ,เยี่ยมญาติ
812,ฉันมาเยี่ยมพี่,เยี่ยมญาติ
813,ฉันมาเยี่ยมเพื่อน,เยี่ยมญาติ
814,ฉันมาเยี่ยมหลาน,เยี่ยมญาติ
815,ฉันมาเยี่ยมพ่อ,เยี่ยมญาติ
816,ฉันมาเยี่ยมแม่,เยี่ยมญาติ
817,ฉันมาเยี่ยมลุง,เยี่ยมญาติ
818,ฉันมาเยี่ยมป้า,เยี่ยมญาติ
819,ฉันมาเยี่ยมน้า,เยี่ยมญาติ
820,ฉันมาเยี่ยมอา,เยี่ยมญาติ
821,ฉันมาเยี่ยมตา,เยี่ยมญาติ
822,ฉันมาเยี่ยมยาย,เยี่ยมญาติ
823,ฉันมาเยี่ยมย่า,เยี่ยมญาติ
824,ฉันมาเยี่ยมภรรยา,เยี่ยมญาติ
825,ฉันมาเยี่ยมปู๋,เยี่ยมญาติ
826,ฉันมาเยี่ยมแฟน,เยี่ยมญาติ
827,ฉันมาเยี่ยมคนป่วย,เยี่ยมญาติ
828,ฉันมาเยี่ยมผู้ป่วย,เยี่ยมญาติ
829,ฉันมาเยี่ยมญาติพี่น้อง,เยี่ยมญาติ
830,ฉันมาเยี่ยมคนรู้จัก,เยี่ยมญาติ
831,ฉันมาเยี่ยมคนเจ็บ,เยี่ยมญาติ
832,ฉันมาเยี่ยมผู้สูงอายุ,เยี่ยมญาติ
833,ฉันมาเยี่ยมคนไข้,เยี่ยมญาติ
834,ฉันมาเยี่ยมคิลานะ,เยี่ยมญาติ
835,ฉันมาเยี่ยมคู่ชีวิต,เยี่ยมญาติ
836,ฉันมาหาน้อง,เยี่ยมญาติ
837,ฉันมาหาญาติ,เยี่ยมญาติ
838,ฉันมาหาพี่,เยี่ยมญาติ
839,ฉันมาหาเพื่อน,เยี่ยมญาติ
840,ฉันมาหาหลาน,เยี่ยมญาติ
841,ฉันมาหาพ่อ,เยี่ยมญาติ
842,ฉันมาหาแม่,เยี่ยมญาติ
843,ฉันมาหาลุง,เยี่ยมญาติ
844,ฉันมาหาป้า,เยี่ยมญาติ
845,ฉันมาหาน้า,เยี่ยมญาติ
846,ฉันมาหาอา,เยี่ยมญาติ
847,ฉันมาหาตา,เยี่ยมญาติ
848,ฉันมาหายาย,เยี่ยมญาติ
849,ฉันมาหาย่า,เยี่ยมญาติ
850,ฉันมาหาภรรยา,เยี่ยมญาติ
851,ฉันมาหาปู๋,เยี่ยมญาติ
852,ฉันมาหาแฟน,เยี่ยมญาติ
853,ฉันมาหาคนป่วย,เยี่ยมญาติ
854,ฉันมาหาผู้ป่วย,เยี่ยมญาติ
855,ฉันมาหาญาติพี่น้อง,เยี่ยมญาติ
856,ฉันมาหาคนรู้จัก,เยี่ยมญาติ
857,ฉันมาหาคนเจ็บ,เยี่ยมญาติ
858,ฉันมาหาผู้สูงอายุ,เยี่ยมญาติ
859,ฉันมาหาคนไข้,เยี่ยมญาติ
860,ฉันมาหาคิลานะ,เยี่ยมญาติ
861,ฉันมาหาคู่ชีวิต,เยี่ยมญาติ
862,ฉันเฝ้าน้อง,เยี่ยมญาติ
863,ฉันเฝ้าญาติ,เยี่ยมญาติ
864,ฉันเฝ้าพี่,เยี่ยมญาติ
865,ฉันเฝ้าเพื่อน,เยี่ยมญาติ
866,ฉันเฝ้าหลาน,เยี่ยมญาติ
867,ฉันเฝ้าพ่อ,เยี่ยมญาติ
868,ฉันเฝ้าแม่,เยี่ยมญาติ
869,ฉันเฝ้าลุง,เยี่ยมญาติ
870,ฉันเฝ้าป้า,เยี่ยมญาติ
871,ฉันเฝ้าน้า,เยี่ยมญาติ
872,ฉันเฝ้าอา,เยี่ยมญาติ
873,ฉันเฝ้าตา,เยี่ยมญาติ
874,ฉันเฝ้ายาย,เยี่ยมญาติ
875,ฉันเฝ้าย่า,เยี่ยมญาติ
876,ฉันเฝ้าภรรยา,เยี่ยมญาติ
877,ฉันเฝ้าปู๋,เยี่ยมญาติ
878,ฉันเฝ้าแฟน,เยี่ยมญาติ
879,ฉันเฝ้าคนป่วย,เยี่ยมญาติ
880,ฉันเฝ้าผู้ป่วย,เยี่ยมญาติ
881,ฉันเฝ้าญาติพี่น้อง,เยี่ยมญาติ
882,ฉันเฝ้าคนรู้จัก,เยี่ยมญาติ
883,ฉันเฝ้าคนเจ็บ,เยี่ยมญาติ
884,ฉันเฝ้าผู้สูงอายุ,เยี่ยมญาติ
885,ฉันเฝ้าคนไข้,เยี่ยมญาติ
886,ฉันเฝ้าคิลานะ,เยี่ยมญาติ
887,ฉันเฝ้าคู่ชีวิต,เยี่ยมญาติ
888,ฉันมาเฝ้าน้อง,เยี่ยมญาติ
889,ฉันมาเฝ้าญาติ,เยี่ยมญาติ
890,ฉันมาเฝ้าพี่,เยี่ยมญาติ
891,ฉันมาเฝ้าเพื่อน,เยี่ยมญาติ
892,ฉันมาเฝ้าหลาน,เยี่ยมญาติ
893,ฉันมาเฝ้าพ่อ,เยี่ยมญาติ
894,ฉันมาเฝ้าแม่,เยี่ยมญาติ
895,ฉันมาเฝ้าลุง,เยี่ยมญาติ
896,ฉันมาเฝ้าป้า,เยี่ยมญาติ
897,ฉันมาเฝ้าน้า,เยี่ยมญาติ
898,ฉันมาเฝ้าอา,เยี่ยมญาติ
899,ฉันมาเฝ้าตา,เยี่ยมญาติ
900,ฉันมาเฝ้ายาย,เยี่ยมญาติ
901,ฉันมาเฝ้าย่า,เยี่ยมญาติ
902,ฉันมาเฝ้าภรรยา,เยี่ยมญาติ
903,ฉันมาเฝ้าปู๋,เยี่ยมญาติ
904,ฉันมาเฝ้าแฟน,เยี่ยมญาติ
905,ฉันมาเฝ้าคนป่วย,เยี่ยมญาติ
906,ฉันมาเฝ้าผู้ป่วย,เยี่ยมญาติ
907,ฉันมาเฝ้าญาติพี่น้อง,เยี่ยมญาติ
908,ฉันมาเฝ้าคนรู้จัก,เยี่ยมญาติ
909,ฉันมาเฝ้าคนเจ็บ,เยี่ยมญาติ
910,ฉันมาเฝ้าผู้สูงอายุ,เยี่ยมญาติ
911,ฉันมาเฝ้าคนไข้,เยี่ยมญาติ
912,ฉันมาเฝ้าคิลานะ,เยี่ยมญาติ
913,ฉันมาเฝ้าคู่ชีวิต,เยี่ยมญาติ
914,ผมเยี่ยมน้อง,เยี่ยมญาติ
915,ผมเยี่ยมญาติ,เยี่ยมญาติ
916,ผมเยี่ยมพี่,เยี่ยมญาติ
917,ผมเยี่ยมเพื่อน,เยี่ยมญาติ
918,ผมเยี่ยมหลาน,เยี่ยมญาติ
919,ผมเยี่ยมพ่อ,เยี่ยมญาติ
920,ผมเยี่ยมแม่,เยี่ยมญาติ
921,ผมเยี่ยมลุง,เยี่ยมญาติ
922,ผมเยี่ยมป้า,เยี่ยมญาติ
923,ผมเยี่ยมน้า,เยี่ยมญาติ
924,ผมเยี่ยมอา,เยี่ยมญาติ
925,ผมเยี่ยมตา,เยี่ยมญาติ
926,ผมเยี่ยมยาย,เยี่ยมญาติ
927,ผมเยี่ยมย่า,เยี่ยมญาติ
928,ผมเยี่ยมภรรยา,เยี่ยมญาติ
929,ผมเยี่ยมปู๋,เยี่ยมญาติ
930,ผมเยี่ยมแฟน,เยี่ยมญาติ
931,ผมเยี่ยมคนป่วย,เยี่ยมญาติ
932,ผมเยี่ยมผู้ป่วย,เยี่ยมญาติ
933,ผมเยี่ยมญาติพี่น้อง,เยี่ยมญาติ
934,ผมเยี่ยมคนรู้จัก,เยี่ยมญาติ
935,ผมเยี่ยมคนเจ็บ,เยี่ยมญาติ
936,ผมเยี่ยมผู้สูงอายุ,เยี่ยมญาติ
937,ผมเยี่ยมคนไข้,เยี่ยมญาติ
938,ผมเยี่ยมคิลานะ,เยี่ยมญาติ
939,ผมเยี่ยมคู่ชีวิต,เยี่ยมญาติ
940,ผมมาดูแลน้อง,เยี่ยมญาติ
941,ผมมาดูแลญาติ,เยี่ยมญาติ
942,ผมมาดูแลพี่,เยี่ยมญาติ
943,ผมมาดูแลเพื่อน,เยี่ยมญาติ
944,ผมมาดูแลหลาน,เยี่ยมญาติ
945,ผมมาดูแลพ่อ,เยี่ยมญาติ
946,ผมมาดูแลแม่,เยี่ยมญาติ
947,ผมมาดูแลลุง,เยี่ยมญาติ
948,ผมมาดูแลป้า,เยี่ยมญาติ
949,ผมมาดูแลน้า,เยี่ยมญาติ
950,ผมมาดูแลอา,เยี่ยมญาติ
951,ผมมาดูแลตา,เยี่ยมญาติ
952,ผมมาดูแลยาย,เยี่ยมญาติ
953,ผมมาดูแลย่า,เยี่ยมญาติ
954,ผมมาดูแลภรรยา,เยี่ยมญาติ
955,ผมมาดูแลปู๋,เยี่ยมญาติ
956,ผมมาดูแลแฟน,เยี่ยมญาติ
957,ผมมาดูแลคนป่วย,เยี่ยมญาติ
958,ผมมาดูแลผู้ป่วย,เยี่ยมญาติ
959,ผมมาดูแลญาติพี่น้อง,เยี่ยมญาติ
960,ผมมาดูแลคนรู้จัก,เยี่ยมญาติ
961,ผมมาดูแลคนเจ็บ,เยี่ยมญาติ
962,ผมมาดูแลผู้สูงอายุ,เยี่ยมญาติ
963,ผมมาดูแลคนไข้,เยี่ยมญาติ
964,ผมมาดูแลคิลานะ,เยี่ยมญาติ
965,ผมมาดูแลคู่ชีวิต,เยี่ยมญาติ
966,ผมมาเยี่ยมน้อง,เยี่ยมญาติ
967,ผมมาเยี่ยมญาติ,เยี่ยมญาติ
968,ผมมาเยี่ยมพี่,เยี่ยมญาติ
969,ผมมาเยี่ยมเพื่อน,เยี่ยมญาติ
970,ผมมาเยี่ยมหลาน,เยี่ยมญาติ
971,ผมมาเยี่ยมพ่อ,เยี่ยมญาติ
972,ผมมาเยี่ยมแม่,เยี่ยมญาติ
973,ผมมาเยี่ยมลุง,เยี่ยมญาติ
974,ผมมาเยี่ยมป้า,เยี่ยมญาติ
975,ผมมาเยี่ยมน้า,เยี่ยมญาติ
976,ผมมาเยี่ยมอา,เยี่ยมญาติ
977,ผมมาเยี่ยมตา,เยี่ยมญาติ
978,ผมมาเยี่ยมยาย,เยี่ยมญาติ
979,ผมมาเยี่ยมย่า,เยี่ยมญาติ
980,ผมมาเยี่ยมภรรยา,เยี่ยมญาติ
981,ผมมาเยี่ยมปู๋,เยี่ยมญาติ
982,ผมมาเยี่ยมแฟน,เยี่ยมญาติ
983,ผมมาเยี่ยมคนป่วย,เยี่ยมญาติ
984,ผมมาเยี่ยมผู้ป่วย,เยี่ยมญาติ
985,ผมมาเยี่ยมญาติพี่น้อง,เยี่ยมญาติ
986,ผมมาเยี่ยมคนรู้จัก,เยี่ยมญาติ
987,ผมมาเยี่ยมคนเจ็บ,เยี่ยมญาติ
988,ผมมาเยี่ยมผู้สูงอายุ,เยี่ยมญาติ
989,ผมมาเยี่ยมคนไข้,เยี่ยมญาติ
990,ผมมาเยี่ยมคิลานะ,เยี่ยมญาติ
991,ผมมาเยี่ยมคู่ชีวิต,เยี่ยมญาติ
992,ผมมาหาน้อง,เยี่ยมญาติ
993,ผมมาหาญาติ,เยี่ยมญาติ
994,ผมมาหาพี่,เยี่ยมญาติ
995,ผมมาหาเพื่อน,เยี่ยมญาติ
996,ผมมาหาหลาน,เยี่ยมญาติ
997,ผมมาหาพ่อ,เยี่ยมญาติ
998,ผมมาหาแม่,เยี่ยมญาติ
999,ผมมาหาลุง,เยี่ยมญาติ
1000,ผมมาหาป้า,เยี่ยมญาติ
1001,ผมมาหาน้า,เยี่ยมญาติ
1002,ผมมาหาอา,เยี่ยมญาติ
1003,ผมมาหาตา,เยี่ยมญาติ
1004,ผมมาหายาย,เยี่ยมญาติ
1005,ผมมาหาย่า,เยี่ยมญาติ
1006,ผมมาหาภรรยา,เยี่ยมญาติ
1007,ผมมาหาปู๋,เยี่ยมญาติ
1008,ผมมาหาแฟน,เยี่ยมญาติ
1009,ผมมาหาคนป่วย,เยี่ยมญาติ
1010,ผมมาหาผู้ป่วย,เยี่ยมญาติ
1011,ผมมาหาญาติพี่น้อง,เยี่ยมญาติ
1012,ผมมาหาคนรู้จัก,เยี่ยมญาติ
1013,ผมมาหาคนเจ็บ,เยี่ยมญาติ
1014,ผมมาหาผู้สูงอายุ,เยี่ยมญาติ
1015,ผมมาหาคนไข้,เยี่ยมญาติ
1016,ผมมาหาคิลานะ,เยี่ยมญาติ
1017,ผมมาหาคู่ชีวิต,เยี่ยมญาติ
1018,ผมเฝ้าน้อง,เยี่ยมญาติ
1019,ผมเฝ้าญาติ,เยี่ยมญาติ
1020,ผมเฝ้าพี่,เยี่ยมญาติ
1021,ผมเฝ้าเพื่อน,เยี่ยมญาติ
1022,ผมเฝ้าหลาน,เยี่ยมญาติ
1023,ผมเฝ้าพ่อ,เยี่ยมญาติ
1024,ผมเฝ้าแม่,เยี่ยมญาติ
1025,ผมเฝ้าลุง,เยี่ยมญาติ
1026,ผมเฝ้าป้า,เยี่ยมญาติ
1027,ผมเฝ้าน้า,เยี่ยมญาติ
1028,ผมเฝ้าอา,เยี่ยมญาติ
1029,ผมเฝ้าตา,เยี่ยมญาติ
1030,ผมเฝ้ายาย,เยี่ยมญาติ
1031,ผมเฝ้าย่า,เยี่ยมญาติ
1032,ผมเฝ้าภรรยา,เยี่ยมญาติ
1033,ผมเฝ้าปู๋,เยี่ยมญาติ
1034,ผมเฝ้าแฟน,เยี่ยมญาติ
1035,ผมเฝ้าคนป่วย,เยี่ยมญาติ
1036,ผมเฝ้าผู้ป่วย,เยี่ยมญาติ
1037,ผมเฝ้าญาติพี่น้อง,เยี่ยมญาติ
1038,ผมเฝ้าคนรู้จัก,เยี่ยมญาติ
1039,ผมเฝ้าคนเจ็บ,เยี่ยมญาติ
1040,ผมเฝ้าผู้สูงอายุ,เยี่ยมญาติ
1041,ผมเฝ้าคนไข้,เยี่ยมญาติ
1042,ผมเฝ้าคิลานะ,เยี่ยมญาติ
1043,ผมเฝ้าคู่ชีวิต,เยี่ยมญาติ
1044,ผมมาเฝ้าน้อง,เยี่ยมญาติ
1045,ผมมาเฝ้าญาติ,เยี่ยมญาติ
1046,ผมมาเฝ้าพี่,เยี่ยมญาติ
1047,ผมมาเฝ้าเพื่อน,เยี่ยมญาติ
1048,ผมมาเฝ้าหลาน,เยี่ยมญาติ
1049,ผมมาเฝ้าพ่อ,เยี่ยมญาติ
1050,ผมมาเฝ้าแม่,เยี่ยมญาติ
1051,ผมมาเฝ้าลุง,เยี่ยมญาติ
1052,ผมมาเฝ้าป้า,เยี่ยมญาติ
1053,ผมมาเฝ้าน้า,เยี่ยมญาติ
1054,ผมมาเฝ้าอา,เยี่ยมญาติ
1055,ผมมาเฝ้าตา,เยี่ยมญาติ
1056,ผมมาเฝ้ายาย,เยี่ยมญาติ
1057,ผมมาเฝ้าย่า,เยี่ยมญาติ
1058,ผมมาเฝ้าภรรยา,เยี่ยมญาติ
1059,ผมมาเฝ้าปู๋,เยี่ยมญาติ
1060,ผมมาเฝ้าแฟน,เยี่ยมญาติ
1061,ผมมาเฝ้าคนป่วย,เยี่ยมญาติ
1062,ผมมาเฝ้าผู้ป่วย,เยี่ยมญาติ
1063,ผมมาเฝ้าญาติพี่น้อง,เยี่ยมญาติ
1064,ผมมาเฝ้าคนรู้จัก,เยี่ยมญาติ
1065,ผมมาเฝ้าคนเจ็บ,เยี่ยมญาติ
1066,ผมมาเฝ้าผู้สูงอายุ,เยี่ยมญาติ
1067,ผมมาเฝ้าคนไข้,เยี่ยมญาติ
1068,ผมมาเฝ้าคิลานะ,เยี่ยมญาติ
1069,ผมมาเฝ้าคู่ชีวิต,เยี่ยมญาติ
1070,วันนี้ผมเยี่ยมน้อง,เยี่ยมญาติ
1071,วันนี้ผมเยี่ยมญาติ,เยี่ยมญาติ
1072,วันนี้ผมเยี่ยมพี่,เยี่ยมญาติ
1073,วันนี้ผมเยี่ยมเพื่อน,เยี่ยมญาติ
1074,วันนี้ผมเยี่ยมหลาน,เยี่ยมญาติ
1075,วันนี้ผมเยี่ยมพ่อ,เยี่ยมญาติ
1076,วันนี้ผมเยี่ยมแม่,เยี่ยมญาติ
1077,วันนี้ผมเยี่ยมลุง,เยี่ยมญาติ
1078,วันนี้ผมเยี่ยมป้า,เยี่ยมญาติ
1079,วันนี้ผมเยี่ยมน้า,เยี่ยมญาติ
1080,วันนี้ผมเยี่ยมอา,เยี่ยมญาติ
1081,วันนี้ผมเยี่ยมตา,เยี่ยมญาติ
1082,วันนี้ผมเยี่ยมยาย,เยี่ยมญาติ
1083,วันนี้ผมเยี่ยมย่า,เยี่ยมญาติ
1084,วันนี้ผมเยี่ยมภรรยา,เยี่ยมญาติ
1085,วันนี้ผมเยี่ยมปู๋,เยี่ยมญาติ
1086,วันนี้ผมเยี่ยมแฟน,เยี่ยมญาติ
1087,วันนี้ผมเยี่ยมคนป่วย,เยี่ยมญาติ
1088,วันนี้ผมเยี่ยมผู้ป่วย,เยี่ยมญาติ
1089,วันนี้ผมเยี่ยมญาติพี่น้อง,เยี่ยมญาติ
1090,วันนี้ผมเยี่ยมคนรู้จัก,เยี่ยมญาติ
1091,วันนี้ผมเยี่ยมคนเจ็บ,เยี่ยมญาติ
1092,วันนี้ผมเยี่ยมผู้สูงอายุ,เยี่ยมญาติ
1093,วันนี้ผมเยี่ยมคนไข้,เยี่ยมญาติ
1094,วันนี้ผมเยี่ยมคิลานะ,เยี่ยมญาติ
1095,วันนี้ผมเยี่ยมคู่ชีวิต,เยี่ยมญาติ
1096,วันนี้ผมมาดูแลน้อง,เยี่ยมญาติ
1097,วันนี้ผมมาดูแลญาติ,เยี่ยมญาติ
1098,วันนี้ผมมาดูแลพี่,เยี่ยมญาติ
1099,วันนี้ผมมาดูแลเพื่อน,เยี่ยมญาติ
1100,วันนี้ผมมาดูแลหลาน,เยี่ยมญาติ
1101,วันนี้ผมมาดูแลพ่อ,เยี่ยมญาติ
1102,วันนี้ผมมาดูแลแม่,เยี่ยมญาติ
1103,วันนี้ผมมาดูแลลุง,เยี่ยมญาติ
1104,วันนี้ผมมาดูแลป้า,เยี่ยมญาติ
1105,วันนี้ผมมาดูแลน้า,เยี่ยมญาติ
1106,วันนี้ผมมาดูแลอา,เยี่ยมญาติ
1107,วันนี้ผมมาดูแลตา,เยี่ยมญาติ
1108,วันนี้ผมมาดูแลยาย,เยี่ยมญาติ
1109,วันนี้ผมมาดูแลย่า,เยี่ยมญาติ
1110,วันนี้ผมมาดูแลภรรยา,เยี่ยมญาติ
1111,วันนี้ผมมาดูแลปู๋,เยี่ยมญาติ
1112,วันนี้ผมมาดูแลแฟน,เยี่ยมญาติ
1113,วันนี้ผมมาดูแลคนป่วย,เยี่ยมญาติ
1114,วันนี้ผมมาดูแลผู้ป่วย,เยี่ยมญาติ
1115,วันนี้ผมมาดูแลญาติพี่น้อง,เยี่ยมญาติ
1116,วันนี้ผมมาดูแลคนรู้จัก,เยี่ยมญาติ
1117,วันนี้ผมมาดูแลคนเจ็บ,เยี่ยมญาติ
1118,วันนี้ผมมาดูแลผู้สูงอายุ,เยี่ยมญาติ
1119,วันนี้ผมมาดูแลคนไข้,เยี่ยมญาติ
1120,วันนี้ผมมาดูแลคิลานะ,เยี่ยมญาติ
1121,วันนี้ผมมาดูแลคู่ชีวิต,เยี่ยมญาติ
1122,วันนี้ผมมาเยี่ยมน้อง,เยี่ยมญาติ
1123,วันนี้ผมมาเยี่ยมญาติ,เยี่ยมญาติ
1124,วันนี้ผมมาเยี่ยมพี่,เยี่ยมญาติ
1125,วันนี้ผมมาเยี่ยมเพื่อน,เยี่ยมญาติ
1126,วันนี้ผมมาเยี่ยมหลาน,เยี่ยมญาติ
1127,วันนี้ผมมาเยี่ยมพ่อ,เยี่ยมญาติ
1128,วันนี้ผมมาเยี่ยมแม่,เยี่ยมญาติ
1129,วันนี้ผมมาเยี่ยมลุง,เยี่ยมญาติ
1130,วันนี้ผมมาเยี่ยมป้า,เยี่ยมญาติ
1131,วันนี้ผมมาเยี่ยมน้า,เยี่ยมญาติ
1132,วันนี้ผมมาเยี่ยมอา,เยี่ยมญาติ
1133,วันนี้ผมมาเยี่ยมตา,เยี่ยมญาติ
1134,วันนี้ผมมาเยี่ยมยาย,เยี่ยมญาติ
1135,วันนี้ผมมาเยี่ยมย่า,เยี่ยมญาติ
1136,วันนี้ผมมาเยี่ยมภรรยา,เยี่ยมญาติ
1137,วันนี้ผมมาเยี่ยมปู๋,เยี่ยมญาติ
1138,วันนี้ผมมาเยี่ยมแฟน,เยี่ยมญาติ
1139,วันนี้ผมมาเยี่ยมคนป่วย,เยี่ยมญาติ
1140,วันนี้ผมมาเยี่ยมผู้ป่วย,เยี่ยมญาติ
1141,วันนี้ผมมาเยี่ยมญาติพี่น้อง,เยี่ยมญาติ
1142,วันนี้ผมมาเยี่ยมคนรู้จัก,เยี่ยมญาติ
1143,วันนี้ผมมาเยี่ยมคนเจ็บ,เยี่ยมญาติ
1144,วันนี้ผมมาเยี่ยมผู้สูงอายุ,เยี่ยมญาติ
1145,วันนี้ผมมาเยี่ยมคนไข้,เยี่ยมญาติ
1146,วันนี้ผมมาเยี่ยมคิลานะ,เยี่ยมญาติ
1147,วันนี้ผมมาเยี่ยมคู่ชีวิต,เยี่ยมญาติ
1148,วันนี้ผมมาหาน้อง,เยี่ยมญาติ
1149,วันนี้ผมมาหาญาติ,เยี่ยมญาติ
1150,วันนี้ผมมาหาพี่,เยี่ยมญาติ
1151,วันนี้ผมมาหาเพื่อน,เยี่ยมญาติ
1152,วันนี้ผมมาหาหลาน,เยี่ยมญาติ
1153,วันนี้ผมมาหาพ่อ,เยี่ยมญาติ
1154,วันนี้ผมมาหาแม่,เยี่ยมญาติ
1155,วันนี้ผมมาหาลุง,เยี่ยมญาติ
1156,วันนี้ผมมาหาป้า,เยี่ยมญาติ
1157,วันนี้ผมมาหาน้า,เยี่ยมญาติ
1158,วันนี้ผมมาหาอา,เยี่ยมญาติ
1159,วันนี้ผมมาหาตา,เยี่ยมญาติ
1160,วันนี้ผมมาหายาย,เยี่ยมญาติ
1161,วันนี้ผมมาหาย่า,เยี่ยมญาติ
1162,วันนี้ผมมาหาภรรยา,เยี่ยมญาติ
1163,วันนี้ผมมาหาปู๋,เยี่ยมญาติ
1164,วันนี้ผมมาหาแฟน,เยี่ยมญาติ
1165,วันนี้ผมมาหาคนป่วย,เยี่ยมญาติ
1166,วันนี้ผมมาหาผู้ป่วย,เยี่ยมญาติ
1167,วันนี้ผมมาหาญาติพี่น้อง,เยี่ยมญาติ
1168,วันนี้ผมมาหาคนรู้จัก,เยี่ยมญาติ
1169,วันนี้ผมมาหาคนเจ็บ,เยี่ยมญาติ
1170,วันนี้ผมมาหาผู้สูงอายุ,เยี่ยมญาติ
1171,วันนี้ผมมาหาคนไข้,เยี่ยมญาติ
